year,tdcode,district,assessed_value,levy_rate_per_1000,district_levy,county_cd
2024,30420010,Grandview #200 Enrichment,93558537,1.34679,126003,30
2024,30420030,Grandview #200 Bond,93558537,1.75539,164232,30
2024,30440010,Richland #400 Enrichment,14326065047,2.09128,29959787,30
2024,30440020,Richland #400 Cap Proj,14326065047,0.69049,9891957,30
2024,30440030,Richland #400 Bond,14326065047,1.23202,17650000,30
2024,30500000,Mid-Columbia Inter Co Library,19168402733,0.22556,4323714,30
2024,30600100,Hospital Dist Prosser,3400434349,0.29329,997308,30
2024,30600200,Hospital Dist Kennewick Gen,20748183066,0.08093,1679121,30
2024,30700100,Fire Dist #1,3768937341,1.22347,4611173,30
2024,30700140,Fire Dist #1 Excess,3768006131,0.04676,176210,30
2024,30700200,Fire Dist #2,926524446,1.47415,1365837,30
2024,30700240,Fire Dist #2 Excess,922189751,0.13421,123770,30
2024,30700400,Fire Dist #4,3388760603,1.29927,4402919,30
2024,30700440,Fire Dist #4 Excess,3375980074,0.14254,481215,30
2024,30700500,Fire Dist #5,137792829,0.57297,78951,30
2024,30700600,Fire Dist #6,768861409,1.22685,943281,30
2024,30900180,Port of Benton,9543017146,0.30387,2899867,30
2024,30900280,Port of Kennewick,24765381379,0.20436,5061120,30
2025,30000000,State School Part 1,36237869708,1.47439,53428876,30
2025,30000200,State School Part 2,36020982931,0.79363,28587393,30
2025,30100000,County General,36331753518,0.78525,28529511,30
2025,30200100,County Road,7834977715,1.00338,7861451,30
2025,30300100,Benton City,393586322,0.71435,281160,30
2025,30300200,Kennewick,12110258178,1.30469,15800172,30
2025,30300300,Prosser,931484585,1.8113,1687196,30
2025,30300400,Richland,12224902089,1.75818,21493574,30
2025,30300440,Richland - 3 Bonds,12172219770,0.13825,1682800,30
2025,30300500,West Richland,2836544629,1.14195,3239204,30
2025,30300540,West Richland Bond,2819019048,0.1912,539000,30
2025,30401710,Kennewick #17 Enrichment,15769739918,1.52069,23980953,30
2025,30401720,Kennewick #17 Cap Proj,15769739918,0.30121,4750000,30
2025,30401730,Kennewick #17 Bond,15769739918,1.21118,19100000,30
2025,30405010,Paterson #50 Enrichment,586920190,0.62941,369413,30
2025,30405030,Paterson #50 Bond,586920190,0.08349,49000,30
2025,30405210,Kiona-Benton City #52 Enrichment,1458023827,1.28699,1876467,30
2025,30405310,Finley #53 Enrichment,855372475,1.75919,1504761,30
2025,30405330,Finley #53 Bond,855372475,0.77842,665840,30
2025,30411610,Prosser #116 Enrichment,2317136610,1.75084,4056944,30
2025,30411620,Prosser #116 Cap Proj,2317136610,0.30507,706893,30
2025,30411630,Prosser #116 Bond,2317136610,1.86683,4325710,30
2025,30420010,Grandview #200 Enrichment,105698256,1.37399,145228,30
2025,30420030,Grandview #200 Bond,105698256,1.71183,180938,30
2025,30440010,Richland #400 Enrichment,15021975465,2.1032,31594273,30
2025,30440020,Richland #400 Cap Proj,15021975465,0.67844,10191555,30
2025,30440030,Richland #400 Bond,15021975465,1.17495,17650000,30
2025,30500000,Mid-Columbia Inter Co Library,20338822215,0.23805,4841582,30
2025,30600100,Hospital Dist Prosser,4010461122,0.2556,1025079,30
2025,30600200,Hospital Dist Kennewick Gen,21695306734,0.07988,1733066,30
2025,30700100,Fire Dist #1,3901050054,1.27805,4985755,30
2025,30700140,Fire Dist #1 Excess,4024565296,0.01833,73772,30
2025,30700200,Fire Dist #2,1144718684,1.5,1717078,30
2025,30700240,Fire Dist #2 Excess,1137192462,0.10919,124174,30
2025,30700400,Fire Dist #4,3598516109,1.32984,4785435,30
2025,30700440,Fire Dist #4 Excess,3577533725,0.14137,505761,30
2025,30700500,Fire Dist #5,148290507,0.67076,99467,30
2025,30700600,Fire Dist #6,795748719,1.22731,976630,30
2025,30900180,Port of Benton,10373089855,0.30518,3165675,30
2025,30900280,Port of Kennewick,25958663663,0.20098,5217255,30
